model_id,training_hours,accuracy,loss,dataset_size_gb,learning_rate,hardware_type,gpu_temp_c,deployment_status
MOD-478,13.052132750765097,0.8489117732443742,,50.0,0.01,NVIDIA A100,69.47762675771101,Pending
MOD-479,15.338573201361065,,,100.0,0.001,nan,64.47181839466897,Approved
MOD-480,23.093261558515238,0.9173959939924915,0.08600355138656683,50.0,-0.01,NVIDIA V100,73.96866892253126,Approved
MOD-481,,0.8209827448336056,0.10745611736805072,100.0,0.1,NVIDIA V100,65.58175978288365,Rejected
MOD-482,6.106701109534971,0.9766229803297672,0.0014030926610422052,10.0,0.01,NVIDIA V100,,Approved
MOD-483,16.70576627037452,0.8719744859194282,0.20966822344423644,500.0,0.0001,CPU Only,69.73425568843814,Pending
MOD-484,14.73911013823141,0.8786099407459115,0.08791627799963135,1000.0,0.01,NVIDIA V100,67.47538905700807,Approved
MOD-485,17.77190437819191,0.7830144736534886,0.23074659078440288,100.0,0.01,NVIDIA A100,68.22947423079106,Approved
MOD-486,,0.8102001073275887,0.22699372389814318,,0.001,NVIDIA A100,77.74733938777312,Approved
MOD-487,9.45071251417829,0.794919719365826,0.2345777048619212,10.0,0.01,NVIDIA V100,70.73802413414812,Pending
MOD-488,8.77682803115344,1.7001899771625513,-0.5777169872146463,50.0,0.0001,CPU Only,66.86666543895694,Approved
MOD-489,25.588507341870095,0.9011026463558567,0.04008219079797987,100.0,0.01,NVIDIA V100,85.32281534098824,Pending
MOD-490,28.619805300997008,0.8793785839537771,0.06679826201958275,50.0,0.0001,NVIDIA A100,65.150641274706,Rejected
MOD-491,9.195044334490989,0.9770435324855665,-0.03503125484067318,50.0,0.01,NVIDIA A100,72.28452859226395,Pending
MOD-492,9.31360452873691,0.7789793595831012,0.2062247193660546,50.0,0.01,NVIDIA V100,77.21844921288184,Rejected
MOD-493,19.197624756749835,0.8591895234831105,0.19577934592601207,10.0,0.01,Unknown,58.94931911666342,Approved
MOD-494,30.380207803354928,0.7473648536561364,,50.0,0.01,NVIDIA V100,75.8420840112474,Pending
MOD-495,34.028736203153336,0.776250322271739,0.279417703025458,10.0,0.01,nan,63.5591385961564,Approved
MOD-496,8.929689784970384,0.9511662701870771,0.050590063309309735,100.0,0.01,NVIDIA V100,78.58226224667202,Rejected
MOD-497,10.411675507985535,0.8129468106822827,0.13160335465717113,10.0,0.001,NVIDIA A100,64.29879190464818,Approved
MOD-498,15.80626199439334,0.7857308963151783,0.12670060585642884,10.0,0.01,CPU Only,77.54215225479088,Pending
MOD-499,16.254839858314213,0.6796018499533643,0.24401962535616945,50.0,0.001,NVIDIA V100,80.8466645303577,Review
MOD-500,11.940120859768456,0.7849316281768866,0.18177570141141725,50.0,0.01,RTX 4090,78.89149220506243,Rejected
